case:concept:name,concept:name,time:timestamp,case:OrganizationalEntity,case:TotalDeclared
travel permit 56629,Send Reminder,2019-03-01 06:01:01+00:00,organizational unit 65464,0.0
travel permit 56648,Send Reminder,2019-02-01 06:00:46+00:00,organizational unit 65458,0.0
travel permit 56653,Send Reminder,2019-02-01 06:00:44+00:00,organizational unit 65458,0.0
travel permit 56658,Send Reminder,2019-02-01 06:00:57+00:00,organizational unit 65458,0.0
travel permit 56663,Send Reminder,2019-03-01 06:00:58+00:00,organizational unit 65458,0.0
travel permit 56668,Send Reminder,2019-03-01 06:00:54+00:00,organizational unit 65458,0.0
travel permit 56673,Send Reminder,2019-03-01 06:00:45+00:00,organizational unit 65458,0.0
travel permit 56678,Send Reminder,2019-03-01 06:01:01+00:00,organizational unit 65458,0.0
travel permit 56709,Send Reminder,2019-02-01 06:00:48+00:00,organizational unit 65464,0.0
travel permit 56727,Send Reminder,2019-04-01 06:00:51+00:00,organizational unit 65459,0.0
travel permit 56752,Send Reminder,2019-02-01 06:00:52+00:00,organizational unit 65457,0.0
travel permit 56757,Send Reminder,2019-02-01 06:00:59+00:00,organizational unit 65457,0.0
travel permit 56762,Send Reminder,2019-02-01 06:00:48+00:00,organizational unit 65455,0.0
travel permit 56790,Send Reminder,2019-02-01 06:00:54+00:00,organizational unit 65457,0.0
travel permit 56829,Send Reminder,2019-02-01 06:00:43+00:00,organizational unit 65456,0.0
travel permit 56878,Send Reminder,2019-02-01 06:00:54+00:00,organizational unit 65464,0.0
travel permit 57009,Send Reminder,2019-01-01 06:00:45+00:00,organizational unit 65456,809.5043157223065
travel permit 57305,Send Reminder,2018-07-01 06:01:23+00:00,organizational unit 65458,0.0
travel permit 57428,Send Reminder,2019-02-01 06:00:52+00:00,organizational unit 65458,0.0
travel permit 57561,Send Reminder,2019-03-01 06:00:47+00:00,organizational unit 65454,0.0
travel permit 57597,Send Reminder,2019-03-01 06:00:58+00:00,organizational unit 65456,0.0
travel permit 57613,Send Reminder,2019-03-01 06:00:52+00:00,organizational unit 65459,0.0
travel permit 57634,Send Reminder,2018-12-01 06:00:20+00:00,organizational unit 65455,5187.40096983191
travel permit 57675,Send Reminder,2019-01-01 06:00:29+00:00,organizational unit 65455,0.0
travel permit 57692,Send Reminder,2019-02-01 06:00:50+00:00,organizational unit 65458,0.0
travel permit 57707,Send Reminder,2019-03-01 06:00:42+00:00,organizational unit 65477,0.0
travel permit 57754,Send Reminder,2019-03-01 06:01:01+00:00,organizational unit 65456,146.24406517279027
travel permit 57776,Send Reminder,2019-03-01 06:00:56+00:00,organizational unit 65454,0.0
travel permit 57802,Send Reminder,2019-01-01 06:00:33+00:00,organizational unit 65458,0.0
travel permit 57834,Send Reminder,2019-03-01 06:00:49+00:00,organizational unit 65458,0.0
travel permit 57839,Send Reminder,2019-03-01 06:00:53+00:00,organizational unit 65457,0.0
travel permit 57858,Send Reminder,2019-02-01 06:00:50+00:00,organizational unit 65472,0.0
travel permit 57864,Send Reminder,2019-04-01 06:00:50+00:00,organizational unit 65456,314.7378515500774
travel permit 57994,Send Reminder,2019-02-01 06:00:53+00:00,organizational unit 65482,0.0
travel permit 58082,Send Reminder,2019-02-01 06:00:32+00:00,organizational unit 65457,0.0
travel permit 58210,Send Reminder,2019-08-01 06:01:01+00:00,organizational unit 65457,0.0
travel permit 58234,Send Reminder,2019-03-01 06:01:00+00:00,organizational unit 65465,0.0
travel permit 58245,Send Reminder,2019-01-01 06:00:35+00:00,organizational unit 65457,0.0
travel permit 58401,Send Reminder,2019-02-01 06:00:45+00:00,organizational unit 65454,0.0
travel permit 58420,Send Reminder,2019-03-01 06:00:52+00:00,organizational unit 65455,0.0
travel permit 58425,Send Reminder,2019-03-01 06:00:58+00:00,organizational unit 65454,0.0
travel permit 5847,Send Reminder,2018-10-01 06:00:36+00:00,organizational unit 65466,0.0
travel permit 58508,Send Reminder,2019-04-01 06:00:48+00:00,organizational unit 65454,0.0
travel permit 58565,Send Reminder,2019-05-01 06:00:46+00:00,organizational unit 65459,0.0
travel permit 58742,Send Reminder,2019-03-01 06:00:29+00:00,organizational unit 65457,0.0
travel permit 590,Send Reminder,2018-07-01 06:01:17+00:00,organizational unit 65454,0.0
travel permit 59113,Send Reminder,2019-01-01 06:00:49+00:00,organizational unit 65464,0.0
travel permit 59167,Send Reminder,2018-12-01 06:00:52+00:00,organizational unit 65459,0.0
travel permit 59213,Send Reminder,2019-02-01 06:00:49+00:00,organizational unit 65455,165.65786508915704
travel permit 59412,Send Reminder,2019-01-01 06:00:43+00:00,organizational unit 65456,0.0
travel permit 59418,Send Reminder,2019-01-01 06:00:42+00:00,organizational unit 65459,0.0
travel permit 59522,Send Reminder,2018-10-01 06:00:40+00:00,organizational unit 65455,0.0
travel permit 59527,Send Reminder,2018-12-01 06:00:39+00:00,organizational unit 65459,0.0
travel permit 59635,Send Reminder,2018-11-01 06:00:32+00:00,organizational unit 65456,0.0
travel permit 59670,Send Reminder,2018-11-01 06:00:44+00:00,organizational unit 65456,0.0
travel permit 59781,Send Reminder,2019-01-01 06:00:52+00:00,organizational unit 65457,0.0
travel permit 59786,Send Reminder,2019-03-01 06:01:02+00:00,organizational unit 65457,0.0
travel permit 60004,Send Reminder,2019-01-01 06:00:49+00:00,organizational unit 65469,0.0
travel permit 60128,Send Reminder,2019-03-01 06:00:42+00:00,organizational unit 65467,0.0
travel permit 60154,Send Reminder,2019-02-01 06:00:55+00:00,organizational unit 65454,0.0
travel permit 60160,Send Reminder,2019-01-01 06:00:40+00:00,organizational unit 65456,0.0
travel permit 60373,Send Reminder,2019-02-01 06:00:47+00:00,organizational unit 65461,0.0
travel permit 60547,Send Reminder,2018-11-01 06:00:40+00:00,organizational unit 65457,0.0
travel permit 60593,Send Reminder,2018-11-01 06:00:31+00:00,organizational unit 65455,1028.056913549024
travel permit 60711,Send Reminder,2019-01-01 06:00:51+00:00,organizational unit 65466,0.0
travel permit 60795,Send Reminder,2019-02-01 06:00:43+00:00,organizational unit 65459,0.0
travel permit 6084,Send Reminder,2018-07-01 06:01:22+00:00,organizational unit 65460,558.1529953083949
travel permit 60870,Send Reminder,2018-11-01 06:00:20+00:00,organizational unit 65462,0.0
travel permit 60921,Send Reminder,2019-01-01 06:00:42+00:00,organizational unit 65466,0.0
travel permit 61056,Send Reminder,2019-01-01 06:00:47+00:00,organizational unit 65454,0.0
travel permit 61652,Send Reminder,2018-10-01 06:00:53+00:00,organizational unit 65455,0.0
travel permit 61690,Send Reminder,2018-10-01 06:00:47+00:00,organizational unit 65459,0.0
travel permit 61784,Send Reminder,2018-10-01 06:00:39+00:00,organizational unit 65455,0.0
travel permit 61789,Send Reminder,2018-10-01 06:00:38+00:00,organizational unit 65456,0.0
travel permit 61794,Send Reminder,2018-10-01 06:00:38+00:00,organizational unit 65456,0.0
travel permit 61988,Send Reminder,2018-06-01 06:00:55+00:00,organizational unit 65460,1032.3561498590232
travel permit 62552,Send Reminder,2019-03-01 06:00:48+00:00,organizational unit 65459,1113.6211392789562
travel permit 62626,Send Reminder,2019-03-01 06:01:01+00:00,organizational unit 65460,0.0
travel permit 62665,Send Reminder,2018-10-01 06:00:44+00:00,organizational unit 65475,0.0
travel permit 62754,Send Reminder,2018-08-01 06:00:52+00:00,organizational unit 65466,0.0
travel permit 62773,Send Reminder,2018-08-01 06:00:48+00:00,organizational unit 65455,0.0
travel permit 62799,Send Reminder,2018-06-01 06:00:58+00:00,organizational unit 65454,0.0
travel permit 62843,Send Reminder,2018-07-01 06:01:13+00:00,organizational unit 65456,427.84943212571574
travel permit 62890,Send Reminder,2018-09-01 06:00:51+00:00,organizational unit 65466,0.0
travel permit 62917,Send Reminder,2018-07-01 06:01:12+00:00,organizational unit 65458,0.0
travel permit 62922,Send Reminder,2018-07-01 06:01:19+00:00,organizational unit 65460,0.0
travel permit 62928,Send Reminder,2018-07-01 06:01:20+00:00,organizational unit 65455,0.0
travel permit 62995,Send Reminder,2018-12-01 06:00:51+00:00,organizational unit 65459,0.0
travel permit 63188,Send Reminder,2019-01-01 06:00:43+00:00,organizational unit 65455,0.0
travel permit 63211,Send Reminder,2019-03-01 06:00:43+00:00,organizational unit 65455,0.0
travel permit 63247,Send Reminder,2018-08-01 06:00:53+00:00,organizational unit 65464,0.0
travel permit 63335,Send Reminder,2019-03-01 06:00:45+00:00,organizational unit 65466,266.3529975945014
travel permit 63422,Send Reminder,2019-01-01 06:00:47+00:00,organizational unit 65455,0.0
travel permit 63864,Send Reminder,2019-02-01 06:00:46+00:00,organizational unit 65458,0.0
travel permit 63887,Send Reminder,2018-12-01 06:00:51+00:00,organizational unit 65466,0.0
travel permit 64014,Send Reminder,2018-12-01 06:00:50+00:00,organizational unit 65454,0.0
travel permit 64019,Send Reminder,2018-06-01 06:01:00+00:00,organizational unit 65460,0.0
travel permit 6403,Send Reminder,2018-06-01 06:00:56+00:00,organizational unit 65459,0.0
travel permit 64280,Send Reminder,2018-12-01 06:00:47+00:00,organizational unit 65455,0.0
travel permit 64436,Send Reminder,2018-10-01 06:00:50+00:00,organizational unit 65458,0.0
travel permit 64748,Send Reminder,2018-12-01 06:00:51+00:00,organizational unit 65456,0.0
travel permit 64873,Send Reminder,2018-09-01 06:00:53+00:00,organizational unit 65466,0.0
travel permit 64889,Send Reminder,2019-01-01 06:00:46+00:00,organizational unit 65454,0.0
travel permit 64894,Send Reminder,2018-10-01 06:00:41+00:00,organizational unit 65454,0.0
travel permit 64899,Send Reminder,2019-02-01 06:00:55+00:00,organizational unit 65454,0.0
travel permit 64942,Send Reminder,2018-11-01 06:00:07+00:00,organizational unit 65459,0.0
travel permit 65109,Send Reminder,2019-04-01 06:00:46+00:00,organizational unit 65454,0.0
travel permit 65328,Send Reminder,2018-11-01 06:00:40+00:00,organizational unit 65454,0.0
travel permit 6543,Send Reminder,2018-06-01 06:01:04+00:00,organizational unit 65459,0.0
travel permit 65464,Send Reminder,2018-11-01 06:00:35+00:00,organizational unit 65458,0.0
travel permit 65619,Send Reminder,2018-07-01 06:01:10+00:00,organizational unit 65458,0.0
travel permit 657,Send Reminder,2018-08-01 06:00:43+00:00,organizational unit 65456,464.0602831609463
travel permit 65829,Send Reminder,2018-12-01 06:00:49+00:00,organizational unit 65455,0.0
travel permit 65879,Send Reminder,2018-12-01 06:00:52+00:00,organizational unit 65459,0.0
travel permit 65884,Send Reminder,2019-01-01 06:00:41+00:00,organizational unit 65459,0.0
travel permit 65981,Send Reminder,2018-05-01 06:00:30+00:00,organizational unit 65458,0.0
travel permit 6607,Send Reminder,2018-05-01 06:00:28+00:00,organizational unit 65456,0.0
travel permit 66209,Send Reminder,2018-11-01 06:00:45+00:00,organizational unit 65456,0.0
travel permit 6624,Send Reminder,2018-06-01 06:00:53+00:00,organizational unit 65466,0.0
travel permit 66243,Send Reminder,2019-01-01 06:00:42+00:00,organizational unit 65464,340.3444161116805
travel permit 6631,Send Reminder,2018-06-01 06:00:57+00:00,organizational unit 65460,0.0
travel permit 66374,Send Reminder,2018-11-01 06:00:36+00:00,organizational unit 65464,0.0
travel permit 66490,Send Reminder,2018-06-01 06:00:56+00:00,organizational unit 65456,0.0
travel permit 66905,Send Reminder,2019-01-01 06:00:43+00:00,organizational unit 65457,561.2758123131858
travel permit 67411,Send Reminder,2019-01-01 06:00:47+00:00,organizational unit 65456,0.0
travel permit 67539,Send Reminder,2018-12-01 06:00:48+00:00,organizational unit 65455,0.0
travel permit 67662,Send Reminder,2018-08-01 06:00:52+00:00,organizational unit 65455,0.0
travel permit 67705,Send Reminder,2018-11-01 06:00:33+00:00,organizational unit 65466,498.6655693933427
travel permit 67735,Send Reminder,2018-08-01 06:00:44+00:00,organizational unit 65455,0.0
travel permit 67984,Send Reminder,2019-01-01 06:00:41+00:00,organizational unit 65458,0.0
travel permit 68140,Send Reminder,2018-08-01 06:00:59+00:00,organizational unit 65464,0.0
travel permit 68317,Send Reminder,2018-09-01 06:00:45+00:00,organizational unit 65464,0.0
travel permit 68322,Send Reminder,2018-09-01 06:00:46+00:00,organizational unit 65457,0.0
travel permit 68337,Send Reminder,2018-10-01 06:00:46+00:00,organizational unit 65455,0.0
travel permit 68366,Send Reminder,2018-08-01 06:00:46+00:00,organizational unit 65466,0.0
travel permit 68372,Send Reminder,2018-08-01 06:00:47+00:00,organizational unit 65457,0.0
travel permit 68377,Send Reminder,2018-09-01 06:00:52+00:00,organizational unit 65460,0.0
travel permit 68506,Send Reminder,2018-10-01 06:00:35+00:00,organizational unit 65470,0.0
travel permit 68709,Send Reminder,2019-01-01 06:00:52+00:00,organizational unit 65466,0.0
travel permit 68719,Send Reminder,2019-03-01 06:00:43+00:00,organizational unit 65466,0.0
travel permit 68738,Send Reminder,2019-04-01 06:00:49+00:00,organizational unit 65458,0.0
travel permit 68822,Send Reminder,2019-01-01 06:00:52+00:00,organizational unit 65466,0.0
travel permit 68840,Send Reminder,2018-09-01 06:00:44+00:00,organizational unit 65456,0.0
travel permit 68901,Send Reminder,2018-10-01 06:00:38+00:00,organizational unit 65458,0.0
travel permit 68906,Send Reminder,2019-08-01 06:00:34+00:00,organizational unit 65464,0.0
travel permit 69017,Send Reminder,2019-02-01 06:00:46+00:00,organizational unit 65455,0.0
travel permit 69200,Send Reminder,2018-12-01 06:00:51+00:00,organizational unit 65455,0.0
travel permit 69326,Send Reminder,2019-02-01 06:00:53+00:00,organizational unit 65464,765.7269884768448
travel permit 69454,Send Reminder,2018-09-01 06:00:40+00:00,organizational unit 65466,0.0
travel permit 69460,Send Reminder,2018-09-01 06:00:41+00:00,organizational unit 65458,0.0
travel permit 69544,Send Reminder,2019-04-01 06:00:51+00:00,organizational unit 65460,59.38479178637869
travel permit 69624,Send Reminder,2019-02-01 06:00:46+00:00,organizational unit 65464,0.0
travel permit 6968,Send Reminder,2018-07-01 06:01:11+00:00,organizational unit 65459,1174.8952931767687
travel permit 69733,Send Reminder,2019-01-01 06:00:42+00:00,organizational unit 65475,0.0
travel permit 69933,Send Reminder,2018-11-01 06:00:32+00:00,organizational unit 65457,1100.9493703832554
travel permit 69972,Send Reminder,2019-01-01 06:00:48+00:00,organizational unit 65456,0.0
travel permit 70026,Send Reminder,2018-11-01 06:00:08+00:00,organizational unit 65456,0.0
travel permit 70133,Send Reminder,2019-06-01 06:01:19+00:00,organizational unit 65458,832.5947682634818
travel permit 70163,Send Reminder,2019-01-01 06:00:46+00:00,organizational unit 65456,0.0
travel permit 70205,Send Reminder,2018-09-01 06:00:50+00:00,organizational unit 65459,0.0
travel permit 7045,Send Reminder,2018-05-01 06:00:26+00:00,organizational unit 65458,0.0
travel permit 70508,Send Reminder,2019-02-01 06:00:47+00:00,organizational unit 65460,0.0
travel permit 70513,Send Reminder,2019-01-01 06:00:44+00:00,organizational unit 65454,0.0
travel permit 70585,Send Reminder,2019-01-01 06:00:50+00:00,organizational unit 65456,0.0
travel permit 70643,Send Reminder,2019-02-01 06:00:51+00:00,organizational unit 65458,698.1100571244733
travel permit 70933,Send Reminder,2018-11-01 06:00:42+00:00,organizational unit 65454,0.0
travel permit 71109,Send Reminder,2018-11-01 06:00:28+00:00,organizational unit 65459,0.0
travel permit 71175,Send Reminder,2019-02-01 06:00:45+00:00,organizational unit 65459,0.0
travel permit 71195,Send Reminder,2019-01-01 06:00:50+00:00,organizational unit 65454,0.0
travel permit 71219,Send Reminder,2019-02-01 06:00:52+00:00,organizational unit 65466,0.0
travel permit 71308,Send Reminder,2018-10-01 06:00:48+00:00,organizational unit 65454,0.0
travel permit 715,Send Reminder,2018-06-01 06:00:54+00:00,organizational unit 65458,0.0
travel permit 71574,Send Reminder,2019-02-01 06:00:45+00:00,organizational unit 65455,446.08038708903837
travel permit 71596,Send Reminder,2019-01-01 06:00:49+00:00,organizational unit 65467,0.0
travel permit 71648,Send Reminder,2019-01-01 06:00:44+00:00,organizational unit 65457,784.0169031337223
travel permit 71671,Send Reminder,2019-01-01 06:00:44+00:00,organizational unit 65455,0.0
travel permit 71688,Send Reminder,2019-01-01 06:00:40+00:00,organizational unit 65454,0.0
travel permit 71773,Send Reminder,2019-01-01 06:00:51+00:00,organizational unit 65464,0.0
travel permit 71868,Send Reminder,2018-09-01 06:00:25+00:00,organizational unit 65460,0.0
travel permit 71951,Send Reminder,2018-11-01 06:00:42+00:00,organizational unit 65466,0.0
travel permit 71957,Send Reminder,2019-01-01 06:00:39+00:00,organizational unit 65466,0.0
travel permit 71971,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,2116.6568735693554
travel permit 72169,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 72245,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 72399,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 72403,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 72523,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 72527,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 72613,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 72811,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 72833,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 72877,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 7297,Send Reminder,2018-06-01 06:01:01+00:00,organizational unit 65454,0.0
travel permit 73106,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 73814,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 73907,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 73953,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,865.7650184729074
travel permit 7437,Send Reminder,2018-05-01 06:00:28+00:00,organizational unit 65458,0.0
travel permit 74485,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 74536,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 74541,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 74718,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 74781,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 74890,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 75105,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 75119,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 75204,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 75362,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 75427,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 75761,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 76128,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,618.7923548022745
travel permit 76137,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,605.0159016341348
travel permit 76145,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 76167,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 76172,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 76372,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 7642,Send Reminder,2018-06-01 06:01:04+00:00,organizational unit 65460,0.0
travel permit 76679,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 76691,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,508.4680945801994
travel permit 76879,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 76915,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 77120,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 77278,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 77630,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 77693,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 77697,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 77704,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 77771,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 77870,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65455,0.0
travel permit 77990,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 78171,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 78176,Send Reminder,2018-12-01 06:00:47+00:00,organizational unit 65458,820.4578182887955
travel permit 78303,Send Reminder,2018-08-01 06:00:50+00:00,organizational unit 65458,1188.2401605438372
travel permit 78320,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 78334,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 78339,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 78365,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 78429,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 7856,Send Reminder,2018-05-01 06:00:36+00:00,organizational unit 65461,0.0
travel permit 78573,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 78616,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65455,0.0
travel permit 78650,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 78770,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 78784,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 78822,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 78925,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,752.7007005808274
travel permit 78969,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,560.360497874622
travel permit 78992,Send Reminder,2018-06-01 06:00:59+00:00,organizational unit 65455,0.0
travel permit 79021,Send Reminder,2018-06-01 06:01:05+00:00,organizational unit 65455,0.0
travel permit 79036,Send Reminder,2018-05-01 06:00:26+00:00,organizational unit 65458,0.0
travel permit 79062,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 79228,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 79400,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 7944,Send Reminder,2018-08-01 06:00:43+00:00,organizational unit 65464,0.0
travel permit 79460,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 79573,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 79600,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 79772,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 79842,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 79860,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 79864,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,733.3426969795336
travel permit 79928,Send Reminder,2018-06-01 06:00:55+00:00,organizational unit 65455,126.96419836055543
travel permit 79955,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 80053,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 80194,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 80198,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 8030,Send Reminder,2018-06-01 06:01:03+00:00,organizational unit 65470,0.0
travel permit 80300,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 80330,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 80359,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 80363,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 80447,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 80519,Send Reminder,2018-06-01 06:01:04+00:00,organizational unit 65455,430.00799058172294
travel permit 80755,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 80808,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65455,0.0
travel permit 80821,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65459,0.0
travel permit 80853,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,0.0
travel permit 80891,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 8091,Send Reminder,2018-06-01 06:01:00+00:00,organizational unit 65458,0.0
travel permit 80996,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,1076.2184968346558
travel permit 81076,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 81081,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 81154,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65458,0.0
travel permit 81304,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 81404,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 81484,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 81602,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 81633,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 81663,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65458,0.0
travel permit 81730,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 81856,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65458,0.0
travel permit 81967,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 82028,Send Reminder,2018-03-01 15:13:06+00:00,organizational unit 65458,0.0
travel permit 82075,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 82110,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65455,0.0
travel permit 82128,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
travel permit 82255,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 82260,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 82458,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65458,0.0
travel permit 82475,Send Reminder,2018-03-01 15:13:05+00:00,organizational unit 65455,0.0
travel permit 82480,Send Reminder,2018-03-01 15:13:02+00:00,organizational unit 65458,6407.024142217796
travel permit 82490,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 8262,Send Reminder,2018-09-01 06:00:51+00:00,organizational unit 65455,0.0
travel permit 82626,Send Reminder,2018-03-01 15:13:01+00:00,organizational unit 65455,0.0
travel permit 82747,Send Reminder,2018-03-01 15:13:03+00:00,organizational unit 65455,0.0
travel permit 82854,Send Reminder,2018-03-01 15:13:04+00:00,organizational unit 65455,0.0
