case_id,fitness,missing_tokens,remaining_tokens,consumed_tokens,produced_tokens,is_fit
travel permit 51381,0.8648648648648649,5,5,37,37,False
travel permit 36687,1.0,0,0,20,20,True
travel permit 51818,1.0,0,0,27,27,True
travel permit 38078,1.0,0,0,24,24,True
travel permit 38751,0.7285714285714286,1,4,7,10,False
travel permit 70280,1.0,0,0,27,27,True
travel permit 70293,1.0,0,0,24,24,True
travel permit 51833,1.0,0,0,30,30,True
travel permit 37829,1.0,0,0,24,24,True
travel permit 70303,1.0,0,0,24,24,True
travel permit 27531,1.0,0,0,24,24,True
travel permit 70313,1.0,0,0,27,27,True
travel permit 51852,1.0,0,0,27,27,True
travel permit 17935,1.0,0,0,30,30,True
travel permit 70328,0.9696969696969697,1,1,33,33,False
travel permit 54620,1.0,0,0,27,27,True
travel permit 32271,1.0,0,0,24,24,True
travel permit 32281,0.8780487804878049,5,5,41,41,False
travel permit 32311,1.0,0,0,24,24,True
travel permit 54633,1.0,0,0,24,24,True
travel permit 54646,1.0,0,0,24,24,True
travel permit 46359,1.0,0,0,24,24,True
travel permit 51867,1.0,0,0,20,20,True
travel permit 51872,0.9142857142857143,3,3,35,35,False
travel permit 40049,0.9655172413793104,1,1,29,29,False
travel permit 40067,1.0,0,0,24,24,True
travel permit 40079,0.972972972972973,1,1,37,37,False
travel permit 51892,1.0,0,0,27,27,True
travel permit 51907,1.0,0,0,27,27,True
travel permit 36692,1.0,0,0,24,24,True
travel permit 32321,1.0,0,0,27,27,True
travel permit 38088,0.935483870967742,2,2,31,31,False
travel permit 32334,1.0,0,0,24,24,True
travel permit 54841,1.0,0,0,24,24,True
travel permit 37839,0.9473684210526316,2,2,38,38,False
travel permit 37859,0.92,2,2,25,25,False
travel permit 37873,1.0,0,0,24,24,True
travel permit 32867,1.0,0,0,24,24,True
travel permit 32879,0.9655172413793104,1,1,29,29,False
travel permit 46369,1.0,0,0,24,24,True
travel permit 25736,1.0,0,0,24,24,True
travel permit 46381,1.0,0,0,27,27,True
travel permit 25746,1.0,0,0,24,24,True
travel permit 46396,1.0,0,0,24,24,True
travel permit 46406,1.0,0,0,20,20,True
travel permit 51922,0.875,4,4,32,32,False
travel permit 21154,0.8974358974358975,4,4,39,39,False
travel permit 21204,1.0,0,0,18,18,True
travel permit 61351,1.0,0,0,26,26,True
travel permit 37896,0.9642857142857143,1,1,28,28,False
travel permit 54658,1.0,0,0,27,27,True
travel permit 36702,1.0,0,0,27,27,True
travel permit 36715,0.7777777777777778,1,4,9,12,False
travel permit 46421,0.8888888888888888,4,4,36,36,False
travel permit 68781,1.0,0,0,24,24,True
travel permit 37910,1.0,0,0,27,27,True
travel permit 37926,1.0,0,0,24,24,True
travel permit 15774,1.0,0,0,24,24,True
travel permit 15784,1.0,0,0,24,24,True
travel permit 15794,1.0,0,0,24,24,True
travel permit 15804,1.0,0,0,20,20,True
travel permit 36721,1.0,0,0,24,24,True
travel permit 36733,1.0,0,0,29,29,True
travel permit 51946,1.0,0,0,24,24,True
travel permit 54853,1.0,0,0,27,27,True
travel permit 36763,0.9428571428571428,2,2,35,35,False
travel permit 54671,1.0,0,0,24,24,True
travel permit 54975,1.0,0,0,24,24,True
travel permit 54985,1.0,0,0,24,24,True
travel permit 37936,0.9714285714285714,1,1,35,35,False
travel permit 51958,1.0,0,0,24,24,True
travel permit 21185,0.9655172413793104,1,1,29,29,False
travel permit 21210,1.0,0,0,18,18,True
travel permit 33057,0.962962962962963,1,1,27,27,False
travel permit 64873,1.0,0,0,20,20,True
travel permit 21216,1.0,0,0,24,24,True
travel permit 21226,1.0,0,0,24,24,True
travel permit 38112,0.9655172413793104,1,1,29,29,False
travel permit 38128,1.0,0,0,24,24,True
travel permit 38140,1.0,0,0,27,27,True
travel permit 21236,1.0,0,0,24,24,True
travel permit 21248,0.9,3,3,30,30,False
travel permit 38294,1.0,0,0,20,20,True
travel permit 25758,1.0,0,0,20,20,True
travel permit 25764,1.0,0,0,27,27,True
travel permit 25777,0.9259259259259259,2,2,27,27,False
travel permit 26265,1.0,0,0,27,27,True
travel permit 21268,0.9615384615384616,1,1,26,26,False
travel permit 36785,1.0,0,0,20,20,True
travel permit 26278,0.9166666666666666,2,2,24,24,False
travel permit 32898,0.9655172413793104,1,1,29,29,False
travel permit 38155,0.8780487804878049,5,5,41,41,False
travel permit 38300,0.6944444444444444,1,4,6,9,False
travel permit 38302,1.0,0,0,24,24,True
travel permit 54866,1.0,0,0,20,20,True
travel permit 54871,1.0,0,0,27,27,True
travel permit 26300,1.0,0,0,27,27,True
travel permit 51969,1.0,0,0,18,18,True
travel permit 21770,1.0,0,0,24,24,True
travel permit 26391,1.0,0,0,18,18,True
travel permit 51997,1.0,0,0,24,24,True
travel permit 65250,0.962962962962963,1,1,27,27,False
travel permit 26313,1.0,0,0,24,24,True
travel permit 68803,0.9696969696969697,1,1,33,33,False
travel permit 26323,1.0,0,0,24,24,True
travel permit 51976,0.9,3,3,30,30,False
travel permit 21284,0.9642857142857143,1,1,28,28,False
travel permit 15464,1.0,0,0,27,27,True
travel permit 21299,1.0,0,0,20,20,True
travel permit 21304,1.0,0,0,26,26,True
travel permit 26335,1.0,0,0,24,24,True
travel permit 26345,1.0,0,0,24,24,True
travel permit 15479,1.0,0,0,24,24,True
travel permit 15810,1.0,0,0,18,18,True
travel permit 15818,1.0,0,0,24,24,True
travel permit 15489,1.0,0,0,27,27,True
travel permit 15503,0.9210526315789473,3,3,38,38,False
travel permit 25068,1.0,0,0,24,24,True
travel permit 26355,1.0,0,0,24,24,True
travel permit 21314,1.0,0,0,27,27,True
travel permit 33426,1.0,0,0,24,24,True
travel permit 33438,0.9655172413793104,1,1,29,29,False
travel permit 33453,1.0,0,0,24,24,True
travel permit 26378,1.0,0,0,27,27,True
travel permit 21329,1.0,0,0,27,27,True
travel permit 21344,0.9705882352941176,1,1,34,34,False
travel permit 21365,1.0,0,0,24,24,True
travel permit 21377,1.0,0,0,24,24,True
travel permit 26401,1.0,0,0,24,24,True
travel permit 65469,0.96,1,1,25,25,False
travel permit 27499,1.0,0,0,27,27,True
travel permit 27512,1.0,0,0,20,20,True
travel permit 33465,0.8888888888888888,4,4,36,36,False
travel permit 33493,1.0,0,0,24,24,True
travel permit 26424,1.0,0,0,20,20,True
travel permit 47051,0.9166666666666666,2,2,24,24,False
travel permit 40104,1.0,0,0,27,27,True
travel permit 40117,1.0,0,0,24,24,True
travel permit 52007,1.0,0,0,24,24,True
travel permit 26431,0.6944444444444444,1,4,6,9,False
travel permit 26433,1.0,0,0,24,24,True
travel permit 26443,0.962962962962963,1,1,27,27,False
travel permit 21389,1.0,0,0,24,24,True
travel permit 17309,1.0,0,0,24,24,True
travel permit 21399,1.0,0,0,24,24,True
travel permit 21687,0.9705882352941176,1,1,34,34,False
travel permit 21705,0.9655172413793104,1,1,29,29,False
travel permit 47061,1.0,0,0,24,24,True
travel permit 17319,0.9142857142857143,3,3,35,35,False
travel permit 17341,1.0,0,0,24,24,True
travel permit 17353,1.0,0,0,24,24,True
travel permit 17365,1.0,0,0,24,24,True
travel permit 52018,1.0,0,0,24,24,True
travel permit 38312,1.0,0,0,24,24,True
travel permit 40127,0.9583333333333334,1,1,24,24,False
travel permit 40140,1.0,0,0,24,24,True
travel permit 15870,1.0,0,0,16,16,True
travel permit 21896,1.0,0,0,24,24,True
travel permit 37661,0.9705882352941176,1,1,34,34,False
travel permit 54282,0.9166666666666666,3,3,36,36,False
travel permit 17375,0.9230769230769231,2,2,26,26,False
travel permit 27518,1.0,0,0,27,27,True
travel permit 27543,1.0,0,0,20,20,True
travel permit 27548,0.7556818181818181,1,4,8,11,False
travel permit 21730,1.0,0,0,24,24,True
travel permit 17412,1.0,0,0,24,24,True
travel permit 52801,1.0,0,0,30,30,True
travel permit 17390,1.0,0,0,24,24,True
travel permit 17400,1.0,0,0,26,26,True
travel permit 17422,1.0,0,0,24,24,True
travel permit 38322,1.0,0,0,20,20,True
travel permit 40150,1.0,0,0,24,24,True
travel permit 38691,1.0,0,0,24,24,True
travel permit 40160,1.0,0,0,30,30,True
travel permit 40176,1.0,0,0,24,24,True
travel permit 17432,1.0,0,0,20,20,True
travel permit 17437,1.0,0,0,30,30,True
travel permit 38339,1.0,0,0,24,24,True
travel permit 40186,1.0,0,0,27,27,True
travel permit 40201,1.0,0,0,30,30,True
travel permit 40217,1.0,0,0,24,24,True
travel permit 17453,1.0,0,0,24,24,True
travel permit 17464,1.0,0,0,24,24,True
travel permit 40227,1.0,0,0,27,27,True
travel permit 17474,0.9310344827586207,2,2,29,29,False
travel permit 52028,1.0,0,0,24,24,True
travel permit 38349,1.0,0,0,27,27,True
travel permit 17491,1.0,0,0,24,24,True
travel permit 38701,1.0,0,0,24,24,True
travel permit 38711,1.0,0,0,26,26,True
travel permit 38364,1.0,0,0,24,24,True
travel permit 38374,1.0,0,0,24,24,True
travel permit 52041,0.96875,1,1,32,32,False
travel permit 38722,1.0,0,0,24,24,True
travel permit 52062,1.0,0,0,24,24,True
travel permit 38732,1.0,0,0,16,16,True
travel permit 38738,1.0,0,0,27,27,True
travel permit 38384,1.0,0,0,30,30,True
travel permit 38400,0.9583333333333334,1,1,24,24,False
travel permit 40240,0.9655172413793104,1,1,29,29,False
travel permit 38755,1.0,0,0,20,20,True
travel permit 38760,0.96875,1,1,32,32,False
travel permit 38781,1.0,0,0,24,24,True
travel permit 17501,0.9655172413793104,1,1,29,29,False
travel permit 17517,1.0,0,0,27,27,True
travel permit 17532,1.0,0,0,27,27,True
travel permit 17547,0.96875,1,1,32,32,False
travel permit 17909,1.0,0,0,24,24,True
travel permit 25214,1.0,0,0,24,24,True
travel permit 38792,1.0,0,0,24,24,True
travel permit 40420,0.9523809523809523,1,1,21,21,False
travel permit 38804,1.0,0,0,24,24,True
travel permit 38816,1.0,0,0,20,20,True
travel permit 36790,1.0,0,0,24,24,True
travel permit 47071,1.0,0,0,27,27,True
travel permit 36802,1.0,0,0,24,24,True
travel permit 21752,0.9655172413793104,1,1,29,29,False
travel permit 21782,1.0,0,0,20,20,True
travel permit 21787,1.0,0,0,20,20,True
travel permit 47086,1.0,0,0,20,20,True
travel permit 47092,1.0,0,0,20,20,True
travel permit 47098,1.0,0,0,20,20,True
travel permit 68822,1.0,0,0,20,20,True
travel permit 68828,1.0,0,0,24,24,True
travel permit 68840,1.0,0,0,20,20,True
travel permit 38413,1.0,0,0,24,24,True
travel permit 52073,0.9393939393939394,2,2,33,33,False
travel permit 21792,1.0,0,0,24,24,True
travel permit 38425,0.9142857142857143,3,3,35,35,False
travel permit 52095,0.9655172413793104,1,1,29,29,False
travel permit 52557,0.9393939393939394,2,2,33,33,False
travel permit 47118,1.0,0,0,24,24,True
travel permit 38822,1.0,0,0,24,24,True
travel permit 38834,0.9655172413793104,1,1,29,29,False
travel permit 38851,0.96875,1,1,32,32,False
travel permit 17608,1.0,0,0,20,20,True
travel permit 18059,1.0,0,0,27,27,True
travel permit 17920,1.0,0,0,27,27,True
travel permit 38449,1.0,0,0,27,27,True
travel permit 32346,1.0,0,0,20,20,True
travel permit 47128,1.0,0,0,23,23,True
travel permit 47139,1.0,0,0,20,20,True
travel permit 15828,1.0,0,0,24,24,True
travel permit 47144,0.9655172413793104,1,1,29,29,False
travel permit 38464,1.0,0,0,24,24,True
travel permit 38476,0.9117647058823529,3,3,34,34,False
travel permit 38497,1.0,0,0,24,24,True
travel permit 15527,0.9655172413793104,1,1,29,29,False
travel permit 39953,1.0,0,0,24,24,True
travel permit 27553,1.0,0,0,24,24,True
travel permit 39964,1.0,0,0,24,24,True
travel permit 47159,1.0,0,0,24,24,True
travel permit 32351,1.0,0,0,20,20,True
travel permit 32913,0.9166666666666666,2,2,24,24,False
travel permit 39974,1.0,0,0,27,27,True
travel permit 21805,1.0,0,0,24,24,True
travel permit 27565,1.0,0,0,24,24,True
travel permit 36812,1.0,0,0,24,24,True
travel permit 37538,1.0,0,0,27,27,True
travel permit 37553,1.0,0,0,24,24,True
travel permit 39987,1.0,0,0,20,20,True
travel permit 39992,1.0,0,0,20,20,True
travel permit 40295,0.9655172413793104,1,1,29,29,False
travel permit 36462,1.0,0,0,27,27,True
travel permit 63079,0.9459459459459459,2,2,37,37,False
travel permit 37563,0.8780487804878049,5,5,41,41,False
travel permit 52578,1.0,0,0,30,30,True
travel permit 27577,0.9487179487179487,2,2,39,39,False
travel permit 27602,1.0,0,0,24,24,True
travel permit 52605,1.0,0,0,24,24,True
travel permit 47169,1.0,0,0,31,31,True
travel permit 47182,1.0,0,0,20,20,True
travel permit 47187,0.9705882352941176,1,1,34,34,False
travel permit 15543,0.9166666666666666,3,3,36,36,False
travel permit 38869,0.967741935483871,1,1,31,31,False
travel permit 52617,1.0,0,0,24,24,True
travel permit 52627,0.9583333333333334,1,1,24,24,False
travel permit 38884,1.0,0,0,24,24,True
travel permit 39366,1.0,0,0,24,24,True
travel permit 39376,1.0,0,0,24,24,True
travel permit 37593,1.0,0,0,24,24,True
travel permit 17602,1.0,0,0,20,20,True
travel permit 37341,1.0,0,0,27,27,True
travel permit 52640,0.9565217391304348,1,1,23,23,False
travel permit 52652,0.9565217391304348,1,1,23,23,False
travel permit 40313,1.0,0,0,20,20,True
travel permit 40341,0.9714285714285714,1,1,35,35,False
travel permit 40362,0.7556818181818181,1,4,8,11,False
travel permit 39388,1.0,0,0,18,18,True
travel permit 64879,1.0,0,0,24,24,True
travel permit 37603,1.0,0,0,26,26,True
travel permit 27980,1.0,0,0,24,24,True
travel permit 28000,1.0,0,0,27,27,True
travel permit 15566,1.0,0,0,24,24,True
travel permit 39395,0.9642857142857143,1,1,28,28,False
travel permit 37613,0.9655172413793104,1,1,29,29,False
travel permit 40367,1.0,0,0,24,24,True
travel permit 40472,1.0,0,0,27,27,True
travel permit 25080,1.0,0,0,24,24,True
travel permit 68846,1.0,0,0,24,24,True
travel permit 32925,0.9615384615384616,1,1,26,26,False
travel permit 28013,1.0,0,0,24,24,True
travel permit 17953,1.0,0,0,24,24,True
travel permit 17964,0.9655172413793104,1,1,29,29,False
travel permit 17979,1.0,0,0,20,20,True
travel permit 47205,1.0,0,0,20,20,True
travel permit 21815,1.0,0,0,24,24,True
travel permit 21825,0.9310344827586207,2,2,29,29,False
travel permit 21841,0.9375,2,2,32,32,False
travel permit 21859,0.90625,3,3,32,32,False
travel permit 32940,1.0,0,0,24,24,True
travel permit 32953,0.9666666666666667,1,1,30,30,False
travel permit 40378,0.9,3,3,30,30,False
travel permit 47211,1.0,0,0,24,24,True
travel permit 47221,1.0,0,0,24,24,True
travel permit 47233,1.0,0,0,27,27,True
travel permit 21879,1.0,0,0,24,24,True
travel permit 21890,1.0,0,0,20,20,True
travel permit 17984,1.0,0,0,24,24,True
travel permit 70343,1.0,0,0,24,24,True
travel permit 70355,0.8863636363636364,5,5,44,44,False
travel permit 15589,1.0,0,0,27,27,True
travel permit 70383,1.0,0,0,24,24,True
travel permit 39413,0.96875,1,1,32,32,False
travel permit 15579,1.0,0,0,26,26,True
travel permit 32983,1.0,0,0,27,27,True
travel permit 40319,0.9444444444444444,2,2,36,36,False
travel permit 40396,1.0,0,0,26,26,True
travel permit 21906,0.9142857142857143,3,3,35,35,False
travel permit 22135,1.0,0,0,24,24,True
travel permit 25090,1.0,0,0,24,24,True
travel permit 15606,0.9069767441860466,4,4,43,43,False
travel permit 15634,1.0,0,0,24,24,True
travel permit 54884,1.0,0,0,24,24,True
travel permit 47246,0.9655172413793104,1,1,29,29,False
travel permit 36366,0.9655172413793104,1,1,29,29,False
travel permit 36381,1.0,0,0,24,24,True
travel permit 22147,0.96875,1,1,32,32,False
travel permit 36391,1.0,0,0,20,20,True
travel permit 22168,1.0,0,0,16,16,True
travel permit 22173,1.0,0,0,20,20,True
travel permit 22179,1.0,0,0,24,24,True
travel permit 22192,1.0,0,0,24,24,True
travel permit 22205,1.0,0,0,24,24,True
travel permit 22215,1.0,0,0,20,20,True
travel permit 36396,0.9655172413793104,1,1,29,29,False
travel permit 36411,1.0,0,0,20,20,True
travel permit 36416,1.0,0,0,20,20,True
travel permit 17994,1.0,0,0,26,26,True
travel permit 18004,1.0,0,0,26,26,True
travel permit 18014,0.9655172413793104,1,1,29,29,False
travel permit 39431,0.9285714285714286,2,2,28,28,False
travel permit 28178,1.0,0,0,20,20,True
travel permit 40961,1.0,0,0,30,30,True
travel permit 37628,0.9655172413793104,1,1,29,29,False
travel permit 40410,1.0,0,0,24,24,True
travel permit 37646,1.0,0,0,24,24,True
travel permit 37656,1.0,0,0,20,20,True
travel permit 32998,1.0,0,0,24,24,True
travel permit 33008,1.0,0,0,27,27,True
travel permit 33021,1.0,0,0,24,24,True
travel permit 36421,0.9705882352941176,1,1,34,34,False
travel permit 36439,1.0,0,0,24,24,True
travel permit 68856,1.0,0,0,24,24,True
travel permit 36449,1.0,0,0,27,27,True
travel permit 22231,0.9090909090909091,3,3,33,33,False
travel permit 22251,1.0,0,0,27,27,True
travel permit 52664,0.9166666666666666,2,2,24,24,False
travel permit 52674,1.0,0,0,24,24,True
travel permit 37682,0.9142857142857143,3,3,35,35,False
travel permit 38180,1.0,0,0,24,24,True
travel permit 38192,1.0,0,0,24,24,True
travel permit 18030,1.0,0,0,20,20,True
travel permit 18036,0.9375,2,2,32,32,False
travel permit 40443,1.0,0,0,27,27,True
travel permit 40459,1.0,0,0,27,27,True
travel permit 54894,1.0,0,0,24,24,True
travel permit 40485,1.0,0,0,24,24,True
travel permit 40495,1.0,0,0,26,26,True
travel permit 40505,1.0,0,0,24,24,True
travel permit 40515,0.96,1,1,25,25,False
travel permit 22265,1.0,0,0,27,27,True
travel permit 52684,1.0,0,0,24,24,True
travel permit 28023,1.0,0,0,20,20,True
travel permit 36487,0.9333333333333333,2,2,30,30,False
travel permit 36502,0.9444444444444444,1,1,18,18,False
travel permit 52696,0.9142857142857143,3,3,35,35,False
travel permit 28028,1.0,0,0,24,24,True
travel permit 36508,1.0,0,0,24,24,True
travel permit 36518,0.96875,1,1,32,32,False
travel permit 36536,0.8611111111111112,5,5,36,36,False
travel permit 40528,1.0,0,0,20,20,True
travel permit 18075,1.0,0,0,24,24,True
travel permit 52717,1.0,0,0,29,29,True
travel permit 52732,1.0,0,0,29,29,True
travel permit 52747,1.0,0,0,24,24,True
travel permit 39448,1.0,0,0,27,27,True
travel permit 40533,1.0,0,0,20,20,True
travel permit 18088,1.0,0,0,20,20,True
travel permit 18094,1.0,0,0,20,20,True
travel permit 36561,1.0,0,0,20,20,True
travel permit 36566,1.0,0,0,20,20,True
travel permit 36572,1.0,0,0,24,24,True
travel permit 36582,1.0,0,0,24,24,True
travel permit 22280,1.0,0,0,26,26,True
travel permit 22290,0.9210526315789473,3,3,38,38,False
travel permit 22313,0.8928571428571429,3,3,28,28,False
travel permit 38204,0.9655172413793104,1,1,29,29,False
travel permit 40539,1.0,0,0,27,27,True
travel permit 37169,1.0,0,0,24,24,True
travel permit 37179,1.0,0,0,20,20,True
travel permit 39619,1.0,0,0,20,20,True
travel permit 40859,0.96,1,1,25,25,False
travel permit 52759,1.0,0,0,24,24,True
travel permit 22332,0.9655172413793104,1,1,29,29,False
travel permit 37185,1.0,0,0,24,24,True
travel permit 25101,0.9393939393939394,2,2,33,33,False
travel permit 25124,1.0,0,0,24,24,True
travel permit 25134,1.0,0,0,24,24,True
travel permit 28040,1.0,0,0,30,30,True
travel permit 70393,1.0,0,0,24,24,True
travel permit 70405,0.875,5,5,40,40,False
travel permit 28058,1.0,0,0,24,24,True
travel permit 37197,1.0,0,0,27,27,True
travel permit 38222,1.0,0,0,20,20,True
travel permit 40258,1.0,0,0,24,24,True
travel permit 40269,0.9259259259259259,2,2,27,27,False
travel permit 40285,1.0,0,0,24,24,True
travel permit 38228,0.9655172413793104,1,1,29,29,False
travel permit 28069,0.9655172413793104,1,1,29,29,False
travel permit 52769,1.0,0,0,24,24,True
travel permit 37210,1.0,0,0,27,27,True
travel permit 39016,1.0,0,0,20,20,True
travel permit 40832,1.0,0,0,27,27,True
travel permit 37223,0.9565217391304348,1,1,23,23,False
travel permit 37235,0.9444444444444444,2,2,36,36,False
travel permit 37259,1.0,0,0,24,24,True
travel permit 37269,1.0,0,0,27,27,True
travel permit 18109,0.9615384615384616,1,1,26,26,False
travel permit 15644,1.0,0,0,24,24,True
travel permit 37282,0.9310344827586207,2,2,29,29,False
travel permit 37299,1.0,0,0,24,24,True
travel permit 37310,1.0,0,0,24,24,True
travel permit 23022,1.0,0,0,27,27,True
travel permit 53530,1.0,0,0,24,24,True
travel permit 70921,1.0,0,0,24,24,True
travel permit 54906,1.0,0,0,24,24,True
travel permit 15655,1.0,0,0,27,27,True
travel permit 40847,1.0,0,0,24,24,True
travel permit 22352,1.0,0,0,20,20,True
travel permit 54918,0.8478260869565217,7,7,46,46,False
travel permit 15838,0.9655172413793104,1,1,29,29,False
travel permit 33032,0.92,2,2,25,25,False
travel permit 37323,0.8888888888888888,3,3,27,27,False
travel permit 18124,1.0,0,0,24,24,True
travel permit 18135,1.0,0,0,24,24,True
travel permit 18147,1.0,0,0,30,30,True
travel permit 37354,1.0,0,0,24,24,True
travel permit 37364,0.9655172413793104,1,1,29,29,False
travel permit 37381,1.0,0,0,24,24,True
travel permit 68866,1.0,0,0,24,24,True
travel permit 37406,0.9375,2,2,32,32,False
travel permit 37427,0.9333333333333333,2,2,30,30,False
travel permit 37977,1.0,0,0,24,24,True
travel permit 37987,1.0,0,0,24,24,True
travel permit 15670,1.0,0,0,20,20,True
travel permit 37997,0.9655172413793104,1,1,29,29,False
travel permit 38016,1.0,0,0,20,20,True
travel permit 38021,1.0,0,0,20,20,True
travel permit 38026,1.0,0,0,24,24,True
travel permit 18412,1.0,0,0,27,27,True
travel permit 18426,1.0,0,0,27,27,True
travel permit 18439,0.8536585365853658,6,6,41,41,False
travel permit 18465,1.0,0,0,27,27,True
travel permit 38243,1.0,0,0,27,27,True
travel permit 64505,0.8705882352941177,1,4,17,20,False
travel permit 28086,1.0,0,0,24,24,True
travel permit 39463,1.0,0,0,24,24,True
travel permit 28096,0.8604651162790697,6,6,43,43,False
travel permit 15675,1.0,0,0,24,24,True
travel permit 38259,1.0,0,0,20,20,True
travel permit 39475,1.0,0,0,24,24,True
travel permit 70432,1.0,0,0,24,24,True
travel permit 70442,0.8888888888888888,3,3,27,27,False
travel permit 52779,1.0,0,0,24,24,True
travel permit 39485,1.0,0,0,16,16,True
travel permit 39490,1.0,0,0,26,26,True
travel permit 38264,1.0,0,0,24,24,True
travel permit 38274,1.0,0,0,24,24,True
travel permit 39500,1.0,0,0,24,24,True
travel permit 38284,1.0,0,0,24,24,True
travel permit 38896,1.0,0,0,27,27,True
travel permit 39595,0.8974358974358975,4,4,39,39,False
travel permit 40876,1.0,0,0,26,26,True
travel permit 40888,1.0,0,0,24,24,True
travel permit 40898,0.9032258064516129,3,3,31,31,False
travel permit 18479,0.9333333333333333,2,2,30,30,False
travel permit 18494,0.975609756097561,1,1,41,41,False
travel permit 70459,0.96,1,1,25,25,False
travel permit 28121,1.0,0,0,24,24,True
travel permit 28131,0.7556818181818181,1,4,8,11,False
travel permit 18526,1.0,0,0,24,24,True
travel permit 38912,1.0,0,0,24,24,True
travel permit 38924,1.0,0,0,24,24,True
travel permit 70472,1.0,0,0,24,24,True
travel permit 39624,1.0,0,0,26,26,True
travel permit 28136,1.0,0,0,24,24,True
travel permit 28147,1.0,0,0,24,24,True
travel permit 28157,1.0,0,0,24,24,True
travel permit 28167,1.0,0,0,26,26,True
travel permit 40916,1.0,0,0,24,24,True
travel permit 40926,1.0,0,0,26,26,True
travel permit 28184,1.0,0,0,24,24,True
travel permit 28194,0.9142857142857143,3,3,35,35,False
travel permit 39636,0.9333333333333333,2,2,30,30,False
travel permit 39651,0.9333333333333333,3,3,45,45,False
travel permit 38934,0.7076923076923077,2,5,10,13,False
travel permit 39679,0.967741935483871,1,1,31,31,False
travel permit 39698,1.0,0,0,27,27,True
travel permit 28615,1.0,0,0,20,20,True
travel permit 22357,0.9655172413793104,1,1,29,29,False
travel permit 22372,1.0,0,0,30,30,True
travel permit 23005,0.967741935483871,1,1,31,31,False
travel permit 40940,0.9333333333333333,2,2,30,30,False
travel permit 38942,1.0,0,0,24,24,True
travel permit 38952,0.935483870967742,2,2,31,31,False
travel permit 54952,0.967741935483871,1,1,31,31,False
travel permit 54970,1.0,0,0,20,20,True
travel permit 55350,0.9473684210526316,2,2,38,38,False
travel permit 55370,0.7777777777777778,1,4,9,12,False
travel permit 38967,1.0,0,0,24,24,True
travel permit 33046,1.0,0,0,24,24,True
travel permit 40979,1.0,0,0,24,24,True
travel permit 40989,0.9,3,3,30,30,False
travel permit 38977,1.0,0,0,30,30,True
travel permit 28620,1.0,0,0,24,24,True
travel permit 28630,1.0,0,0,24,24,True
travel permit 38993,0.9393939393939394,2,2,33,33,False
travel permit 18536,0.9722222222222222,1,1,36,36,False
travel permit 39021,1.0,0,0,20,20,True
travel permit 39026,1.0,0,0,20,20,True
travel permit 39711,0.875,4,4,32,32,False
travel permit 39734,0.9375,2,2,32,32,False
travel permit 28640,0.8431372549019608,8,8,51,51,False
travel permit 28677,0.967741935483871,1,1,31,31,False
travel permit 41008,1.0,0,0,20,20,True
travel permit 41013,0.8823529411764706,4,4,34,34,False
travel permit 41038,1.0,0,0,24,24,True
travel permit 41050,1.0,0,0,27,27,True
travel permit 28696,1.0,0,0,24,24,True
travel permit 28706,0.96,1,1,25,25,False
travel permit 28719,0.9523809523809523,2,2,42,42,False
travel permit 41065,0.967741935483871,1,1,31,31,False
travel permit 28751,1.0,0,0,20,20,True
travel permit 41081,1.0,0,0,27,27,True
travel permit 41096,1.0,0,0,24,24,True
travel permit 71245,0.8536585365853658,6,6,41,41,False
travel permit 39754,1.0,0,0,27,27,True
travel permit 23035,0.962962962962963,1,1,27,27,False
travel permit 23050,0.962962962962963,1,1,27,27,False
travel permit 52819,1.0,0,0,24,24,True
travel permit 53052,1.0,0,0,20,20,True
travel permit 23064,1.0,0,0,29,29,True
travel permit 23080,1.0,0,0,24,24,True
travel permit 23092,1.0,0,0,24,24,True
travel permit 39767,1.0,0,0,24,24,True
travel permit 53058,1.0,0,0,24,24,True
travel permit 39031,1.0,0,0,24,24,True
travel permit 39043,1.0,0,0,18,18,True
travel permit 39051,1.0,0,0,24,24,True
travel permit 53070,1.0,0,0,27,27,True
travel permit 28756,0.8135593220338984,11,11,59,59,False
travel permit 20211,0.96,1,1,25,25,False
travel permit 39063,1.0,0,0,29,29,True
travel permit 39777,1.0,0,0,24,24,True
travel permit 39787,1.0,0,0,27,27,True
travel permit 39076,1.0,0,0,24,24,True
travel permit 39088,1.0,0,0,16,16,True
travel permit 39093,1.0,0,0,26,26,True
travel permit 20666,1.0,0,0,24,24,True
travel permit 39510,1.0,0,0,27,27,True
travel permit 53603,1.0,0,0,24,24,True
travel permit 61668,1.0,0,0,23,23,True
travel permit 71308,1.0,0,0,20,20,True
travel permit 39523,1.0,0,0,30,30,True
travel permit 39539,1.0,0,0,24,24,True
travel permit 39802,1.0,0,0,24,24,True
travel permit 39812,1.0,0,0,26,26,True
travel permit 39551,1.0,0,0,24,24,True
travel permit 39563,1.0,0,0,24,24,True
travel permit 39573,1.0,0,0,24,24,True
travel permit 39583,1.0,0,0,20,20,True
travel permit 53083,1.0,0,0,24,24,True
travel permit 18557,1.0,0,0,24,24,True
travel permit 10575,1.0,0,0,24,24,True
travel permit 11136,0.7285714285714286,1,4,7,10,False
travel permit 17590,1.0,0,0,20,20,True
travel permit 17596,1.0,0,0,20,20,True
travel permit 66215,1.0,0,0,32,32,True
travel permit 39588,0.8947368421052632,2,2,19,19,False
travel permit 39825,1.0,0,0,24,24,True
